GEOID,NAME_CLASS,NAME,NAME_Q,NAME_BD,NAME_BDQ,NAME_ED,NAME_EDQ,NAME_BASIS,CLASS,TYPE,LATITUDE,LONGITUDE,RELATED_GEOCLASS,RELATED_GEODETAIL,RELATED_GEOID,RELATED_GEOIDQ,RELATED_GEOBD,RELATED_GEOBDQ,RELATED_GEOED,RELATED_GEOEDQ,RELATED_GEOBASIS,RELATED_BIBCLASS,RELATED_BIBID,RELATED_BIBVOL,RELATED_BIBLOC,RELATED_BIBITEM,RELATED_MANCLASS,RELATED_MANID,RELATED_MANVOL,RELATED_MANLOC,RELATED_MANITEM,SUBJECT_BIOID,SUBJECT_INSID,SUBJECT_SUBID,PERIOD_BD,PERIOD_BDQ,PERIOD_ED,PERIOD_EDQ,PERIOD_BASIS,NOTES,VERIFY,ENTERED,ENTERED_BY,UPDATED,UPDATED_BY,INTERNET_CLASS,INTERNET_ADDRESS,INTERNET_SERVICE,INTERNET_LASTSEEN,MONIKER
BITAGAP geoid 4477,GEOGRAPHY*NAME_CLASS*U,Carril,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 4807,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-22,ASKINS,2024-02-29,ASKINS,,,,,Carril
BITAGAP geoid 4478,GEOGRAPHY*NAME_CLASS*U,Peral [de Torres Novas],,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 4807,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-22,ASKINS,2024-02-29,ASKINS,,,,,Peral [de Torres Novas]
BITAGAP geoid 4479,GEOGRAPHY*NAME_CLASS*U,Matas das Cumieiras [Bicada],,,,,,,GEOGRAPHY*CLASS*T,GEOGRAPHY*TYPE*MA,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 5250,,,,,,,,BITAGAP bibid 20084,1,69,,,,,,,,,,,,,,,,,2018-09-22,ASKINS,2024-02-29,ASKINS,,,,,Matas das Cumieiras [Bicada] (mata - floresta)
BITAGAP geoid 4480,GEOGRAPHY*NAME_CLASS*U,Mata da Infanta de Alviela,,,,,,,GEOGRAPHY*CLASS*T,GEOGRAPHY*TYPE*MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-22,ASKINS,2024-01-15,ASKINS,,,,,Mata da Infanta de Alviela (mata - floresta)
BITAGAP geoid 4481,GEOGRAPHY*NAME_CLASS*U,Alpomé,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 3969,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-22,ASKINS,2024-02-29,ASKINS,,,,,Alpomé
BITAGAP geoid 4482,GEOGRAPHY*NAME_CLASS*U,Vila Gaiteira,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 3969,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-24,ASKINS,2024-02-29,ASKINS,,,,,Vila Gaiteira
BITAGAP geoid 4483,GEOGRAPHY*NAME_CLASS*U,Os Souséis,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*HER,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 3685,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-24,ASKINS,2024-02-29,ASKINS,,,,,Os Souséis (herdade)
BITAGAP geoid 4484,GEOGRAPHY*NAME_CLASS*U,Ribeira de Tera,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 5261,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-25,ASKINS,2024-02-29,ASKINS,,,,,Ribeira de Tera
BITAGAP geoid 4485,GEOGRAPHY*NAME_CLASS*U,Vaqueiros,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 3429,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-26,ASKINS,2024-01-28,ASKINS,,,,,Vaqueiros
BITAGAP geoid 4486,GEOGRAPHY*NAME_CLASS*U,Chão de Alvisquer,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 5500,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-26,ASKINS,2024-02-29,ASKINS,,,,,Chão de Alvisquer
BITAGAP geoid 4487,GEOGRAPHY*NAME_CLASS*U,Azóia,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 4432,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-26,ASKINS,2024-02-29,ASKINS,,,,,Azóia
BITAGAP geoid 4488,GEOGRAPHY*NAME_CLASS*U,Granja de Almofala,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*GRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-27,ASKINS,2024-02-29,ASKINS,,,,,Granja de Almofala (granja)
BITAGAP geoid 4489,GEOGRAPHY*NAME_CLASS*U,Gândara,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 4432,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-27,ASKINS,2024-02-29,ASKINS,,,,,Gândara
BITAGAP geoid 4490,GEOGRAPHY*NAME_CLASS*U,Azóia de Fundo,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 3969,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-27,ASKINS,2024-02-29,ASKINS,,,,,Azóia de Fundo
BITAGAP geoid 4491,GEOGRAPHY*NAME_CLASS*U,Azueira,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 5466,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-27,ASKINS,2024-02-29,ASKINS,,,,,Azueira
BITAGAP geoid 4492,GEOGRAPHY*NAME_CLASS*U,Outeiro [de Torres Vedras],,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 5466,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-28,ASKINS,2024-02-29,ASKINS,,,,,Outeiro [de Torres Vedras]
BITAGAP geoid 4493,GEOGRAPHY*NAME_CLASS*U,Azinhaga,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 2853,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-28,ASKINS,2024-02-29,ASKINS,,,,,Azinhaga
BITAGAP geoid 4494,GEOGRAPHY*NAME_CLASS*U,Julgado de Albergaria,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*JUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-29,ASKINS,2024-01-15,ASKINS,,,,,Julgado de Albergaria (julgado)
BITAGAP geoid 4495,GEOGRAPHY*NAME_CLASS*U,Julgado de Vila Alva,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*JUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-29,ASKINS,2024-01-17,ASKINS,,,,,Julgado de Vila Alva (julgado)
BITAGAP geoid 4496,GEOGRAPHY*NAME_CLASS*U,Julgado de Vila Ruiva,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*JUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-29,ASKINS,2024-01-17,ASKINS,,,,,Julgado de Vila Ruiva (julgado)
BITAGAP geoid 4497,GEOGRAPHY*NAME_CLASS*U,Tojosa,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 3969,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-29,ASKINS,2024-02-29,ASKINS,,,,,Tojosa
BITAGAP geoid 4498,GEOGRAPHY*NAME_CLASS*U,Reguengo do Quarto da Corredoura,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*REG,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 3093,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-30,ASKINS,2024-01-15,ASKINS,,,,,Reguengo do Quarto da Corredoura (reguengo)
BITAGAP geoid 4499,GEOGRAPHY*NAME_CLASS*U,Hungria,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-30,SHARRER,2024-01-25,ASKINS,,,,,Hungria (nação)
BITAGAP geoid 4500,GEOGRAPHY*NAME_CLASS*U,Leão,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-30,SHARRER,,,,,,,Leão (região)
BITAGAP geoid 4501,GEOGRAPHY*NAME_CLASS*U,Julgado da Feira,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*JUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-30,SHARRER,2024-02-29,ASKINS,,,,,Julgado da Feira (julgado)
BITAGAP geoid 4502,GEOGRAPHY*NAME_CLASS*U,Reguengo de Tojosa,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*REG,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 3969,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-10-02,ASKINS,2024-01-15,ASKINS,,,,,Reguengo de Tojosa (reguengo)
BITAGAP geoid 4503,GEOGRAPHY*NAME_CLASS*U,Reguengo de Valada,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*REG,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 3969,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-10-02,ASKINS,2024-02-29,ASKINS,,,,,Reguengo de Valada (reguengo)
BITAGAP geoid 4504,GEOGRAPHY*NAME_CLASS*U,Celeiro,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 3969,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-10-02,ASKINS,2024-02-29,ASKINS,,,,,Celeiro
BITAGAP geoid 4505,GEOGRAPHY*NAME_CLASS*U,Comarca e Correição da Estremadura,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*COMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-10-05,ASKINS,2024-02-29,ASKINS,,,,,Comarca e Correição da Estremadura (comarca)
BITAGAP geoid 4507,GEOGRAPHY*NAME_CLASS*U,Julgado da Rocha,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*JUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dito ser 'Julgado e terra de D. Pedro de Castro' Cf. 'terra de Sul'<br />,,2018-10-10,ASKINS,2024-01-15,ASKINS,,,,,Julgado da Rocha (julgado)
BITAGAP geoid 4508,GEOGRAPHY*NAME_CLASS*U,Figueira de São Lourenço,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-10-13,ASKINS,2024-02-29,ASKINS,,,,,Figueira de São Lourenço
BITAGAP geoid 4509,GEOGRAPHY*NAME_CLASS*U,Paço do Trigo,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*PA,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1071,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-10-14,ASKINS,2024-01-09,ASKINS,,,,,"Paço do Trigo (prédios, pontes, caminhos)"
BITAGAP geoid 4510,GEOGRAPHY*NAME_CLASS*U,Ponte de Calhariz,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*PA,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1017,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-10-17,ASKINS,2024-02-29,ASKINS,,,,,"Ponte de Calhariz (prédios, pontes, caminhos)"
BITAGAP geoid 4513,GEOGRAPHY*NAME_CLASS*U,Lezíria chamada de D. Sancha,,,,,,,GEOGRAPHY*CLASS*T,GEOGRAPHY*TYPE*LEZ,,,GEOGRAPHY*RELATED_GEOCLASS*LO,no rio Tejo no,BITAGAP geoid 3969,,,,,,,,BITAGAP bibid 9158,,"162-63, 168",,,,,,,,,BITAGAP subid 1591,,,,,,,,2018-10-19,ASKINS,2024-01-13,ASKINS,,,,,Lezíria chamada de D. Sancha (lezíria)
BITAGAP geoid 4514,GEOGRAPHY*NAME_CLASS*U,Julgado de Castro Daire,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*JUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-10-22,ASKINS,2024-01-17,ASKINS,,,,,Julgado de Castro Daire (julgado)
BITAGAP geoid 4515,GEOGRAPHY*NAME_CLASS*U,Julgado de Mões,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*JUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-10-22,ASKINS,2024-01-18,ASKINS,,,,,Julgado de Mões (julgado)
BITAGAP geoid 4516,GEOGRAPHY*NAME_CLASS*U,Julgado de Ribolhos,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*JUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-10-22,ASKINS,2024-01-18,ASKINS,,,,,Julgado de Ribolhos (julgado)
BITAGAP geoid 4517,GEOGRAPHY*NAME_CLASS*U,Julgado de Parada de Ester,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*JUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-10-22,ASKINS,2024-01-18,ASKINS,,,,,Julgado de Parada de Ester (julgado)
BITAGAP geoid 4518,GEOGRAPHY*NAME_CLASS*U,Julgado de Cabril,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*JUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-10-22,ASKINS,2024-01-15,ASKINS,,,,,Julgado de Cabril (julgado)
BITAGAP geoid 4519,GEOGRAPHY*NAME_CLASS*U,Julgado de Vila Cova à Coelheira,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*JUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-10-22,ASKINS,2024-01-17,ASKINS,,,,,Julgado de Vila Cova à Coelheira (julgado)
BITAGAP geoid 4520,GEOGRAPHY*NAME_CLASS*U,Fonte dos Cavaleiros,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-10-23,ASKINS,2024-02-29,ASKINS,,,,,Fonte dos Cavaleiros
BITAGAP geoid 4521,GEOGRAPHY*NAME_CLASS*U,Mata da Pai Maião,,,,,,,GEOGRAPHY*CLASS*T,GEOGRAPHY*TYPE*MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-10-23,ASKINS,2024-01-15,ASKINS,,,,,Mata da Pai Maião (mata - floresta)
BITAGAP geoid 4522,GEOGRAPHY*NAME_CLASS*U,Afarelos,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 3349,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-10-23,ASKINS,2024-02-29,ASKINS,,,,,Afarelos
BITAGAP geoid 4523,GEOGRAPHY*NAME_CLASS*U,Paços de Lisboa,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-10-24,ASKINS,2024-01-10,ASKINS,,,,,"Paços de Lisboa (prédios, pontes, caminhos)"
BITAGAP geoid 4524,GEOGRAPHY*NAME_CLASS*U,Julgado de Gaia,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*JUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-10-24,ASKINS,2024-01-17,ASKINS,,,,,Julgado de Gaia (julgado)
BITAGAP geoid 4525,GEOGRAPHY*NAME_CLASS*U,Julgados de Penela,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*JUL,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 4526,?,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,2018-10-27,ASKINS,2024-07-20,SCHAFFER,,,,,Julgados de Penela (julgado)
BITAGAP geoid 4526,GEOGRAPHY*NAME_CLASS*U,Almoxarifado de Ponte de Lima,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*X,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1039,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,2018-10-27,ASKINS,2024-02-29,ASKINS,,,,,Almoxarifado de Ponte de Lima (outra)
BITAGAP geoid 4527,GEOGRAPHY*NAME_CLASS*U,A-de-Pai Mendes,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 5500,?,,,,,,,,,,,,,,,,,,,,,,,,,,2018-10-27,ASKINS,2024-07-07,SCHAFFER,,,,,A-de-Pai Mendes
BITAGAP geoid 4528,GEOGRAPHY*NAME_CLASS*U,Ereira,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-10-30,ASKINS,2024-02-29,ASKINS,,,,,Ereira
BITAGAP geoid 4529,GEOGRAPHY*NAME_CLASS*U,Moncarapacho,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 6807,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-10-30,ASKINS,2024-02-29,ASKINS,,,,,Moncarapacho
BITAGAP geoid 4530,GEOGRAPHY*NAME_CLASS*U,Julgado de Arez,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*JUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-01,ASKINS,2024-01-15,ASKINS,,,,,Julgado de Arez (julgado)
BITAGAP geoid 4531,GEOGRAPHY*NAME_CLASS*U,Matas de Benavente,,,,,,,GEOGRAPHY*CLASS*T,GEOGRAPHY*TYPE*MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-01,ASKINS,2024-02-29,ASKINS,,,,,Matas de Benavente (mata - floresta)
BITAGAP geoid 4532,GEOGRAPHY*NAME_CLASS*U,Mata do Vale da Figueira,,,,,,,GEOGRAPHY*CLASS*T,GEOGRAPHY*TYPE*MA,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 6714,,,,,,,,,,,,,,,,,,,BITAGAP subid 1600,,,,,,,,2018-11-02,ASKINS,2024-02-29,ASKINS,,,,,Mata do Vale da Figueira (mata - floresta)
BITAGAP geoid 4533,GEOGRAPHY*NAME_CLASS*U,Marinhas [Leiria],,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*LUG,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 4432,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-02,ASKINS,2024-02-29,ASKINS,,,,,Marinhas [Leiria] (lugar - local)
BITAGAP geoid 4534,GEOGRAPHY*NAME_CLASS*U,Mata das Porcas,,,,,,,GEOGRAPHY*CLASS*T,GEOGRAPHY*TYPE*MA,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 5252,,,,,,,,BITAGAP bibid 20084,1,68,,,,,,,,,BITAGAP subid 1600,,,,,,,,2018-11-02,ASKINS,2024-01-16,ASKINS,,,,,Mata das Porcas (mata - floresta)
BITAGAP geoid 4535,GEOGRAPHY*NAME_CLASS*U,Mata e Ribeira de Godim,,,,,,,GEOGRAPHY*CLASS*T,GEOGRAPHY*TYPE*MA,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 5252,,,,,,,,BITAGAP bibid 20084,1,68,,,,,,,,,BITAGAP subid 1600,,,,,,,,2018-11-02,ASKINS,2024-01-16,ASKINS,,,,,Mata e Ribeira de Godim (mata - floresta)
BITAGAP geoid 4536,GEOGRAPHY*NAME_CLASS*U,Coutada do Vale da Figueira,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*COU,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 2899,,,,,,,,,,,,,,,,,,,BITAGAP subid 1229,,,,,,,,2018-11-02,ASKINS,2024-02-29,ASKINS,,,,,Coutada do Vale da Figueira (couto)
BITAGAP geoid 4537,GEOGRAPHY*NAME_CLASS*U,Aranha,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-02,ASKINS,2024-02-29,ASKINS,,,,,Aranha
BITAGAP geoid 4538,GEOGRAPHY*NAME_CLASS*U,Sequeiros,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 4807,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-02,ASKINS,2024-02-29,ASKINS,,,,,Sequeiros
BITAGAP geoid 4539,GEOGRAPHY*NAME_CLASS*U,Pombos,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-03,ASKINS,2024-02-29,ASKINS,,,,,Pombos
BITAGAP geoid 4540,GEOGRAPHY*NAME_CLASS*U,Montaria de Alcobaça,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*MON,,,,,,,,,,,,,BITAGAP bibid 20084,1,"60, 69",,,,,,,,BITAGAP insid 7294,,,,,,,,,2018-11-03,ASKINS,2024-06-17,ASKINS,,,,,Montaria de Alcobaça (montaria)
BITAGAP geoid 4541,GEOGRAPHY*NAME_CLASS*U,Curval,?,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-03,ASKINS,2024-02-29,ASKINS,,,,,Curval
BITAGAP geoid 4542,GEOGRAPHY*NAME_CLASS*U,Matas de Espadigo,?,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*MA,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 3158,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-03,ASKINS,2024-02-29,ASKINS,,,,,Matas de Espadigo (mata - floresta)
BITAGAP geoid 4543,GEOGRAPHY*NAME_CLASS*U,Olival,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 5212,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-04,ASKINS,2024-02-29,ASKINS,,,,,Olival
BITAGAP geoid 4544,GEOGRAPHY*NAME_CLASS*U,Matas de Ourém,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-04,ASKINS,2024-02-29,ASKINS,,,,,Matas de Ourém (mata - floresta)
BITAGAP geoid 4545,GEOGRAPHY*NAME_CLASS*U,Vila Galea,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-04,ASKINS,2024-02-29,ASKINS,,,,,Vila Galea
BITAGAP geoid 4546,GEOGRAPHY*NAME_CLASS*U,Travalhal,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 5191,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-04,ASKINS,2024-02-29,ASKINS,,,,,Travalhal
BITAGAP geoid 4547,GEOGRAPHY*NAME_CLASS*U,Torre de São João de Alporão,,1383,antes de,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*TOR,,,,,,,,,,,,,,,,,GEOGRAPHY*RELATED_MANCLASS*TRA,BITAGAP manid 2106,,111r,,,,BITAGAP subid 1494,,,,,,,,2018-11-05,ASKINS,2024-01-10,ASKINS,,,,,Torre de São João de Alporão (torre)
BITAGAP geoid 4548,GEOGRAPHY*NAME_CLASS*U,Finisterra,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1440,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-05,SHARRER,2024-02-29,ASKINS,,,,,Finisterra
BITAGAP geoid 4549,GEOGRAPHY*NAME_CLASS*U,São Miguel do Almoxarifado de Leiria,,,,,,,GEOGRAPHY*CLASS*P,GEOGRAPHY*TYPE*T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-06,ASKINS,2024-02-29,ASKINS,,,,,São Miguel do Almoxarifado de Leiria
BITAGAP geoid 4550,GEOGRAPHY*NAME_CLASS*U,Torre de São Pedro,,,,,,,GEOGRAPHY*CLASS*G,GEOGRAPHY*TYPE*TOR,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 2838,,,,,,,,,,,,GEOGRAPHY*RELATED_MANCLASS*TRA,BITAGAP manid 2106,,50r,,,,BITAGAP subid 1494,,,,,,,,2018-11-06,ASKINS,2024-01-10,ASKINS,,,,,Torre de São Pedro (torre)
BITAGAP geoid 4551,GEOGRAPHY*NAME_CLASS*U,Lezíria de Escaropim,,,,,,,GEOGRAPHY*CLASS*T,GEOGRAPHY*TYPE*LEZ,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 1017,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-06,ASKINS,2024-01-13,ASKINS,,,,,Lezíria de Escaropim (lezíria)
BITAGAP geoid 4552,GEOGRAPHY*NAME_CLASS*U,Lezíria do Galego,,,,,,,GEOGRAPHY*CLASS*T,GEOGRAPHY*TYPE*LEZ,,,GEOGRAPHY*RELATED_GEOCLASS*LO,,BITAGAP geoid 3969,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-06,ASKINS,2024-01-13,ASKINS,,,,,Lezíria do Galego (lezíria)
